"Name","Country","Weight","Height","Age","Team","Fight_Result","Fight_Method"
"Chris Shaw","
Scotland ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","34 Y","Higher Level MMA","LOSS","Unanimous Decision 
R3 (3:00)"
"Chris Shaw","
Scotland ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","34 Y","Higher Level MMA","LOSS","Unanimous Decision 
R3 (3:00)"
"Chu Nga Sze","
Hong Kong SAR China ",NA,"5'4"" FT / 163 CM","24 Y","Singpatong Gym","LOSS","Knockout 
R3 (0:20)"
"Chusap Sor Salacheep","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Sor Salacheep","LOSS","TKO 
R2 (1:01)"
"Chusap Sor Salacheep","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Sor Salacheep","LOSS","TKO 
R1 (1:12)"
"Chusuan Chumaroonfarm","
Thailand ",NA,"5'11"" FT / 182 CM","21 Y","Sor Sommai","LOSS","Unanimous Decision 
R3 (3:00)"
"Cindy Tiong","
Malaysia ","115.08 LBS / 52.2 KG","5'4"" FT / 165 CM","27 Y","Karabaw",NA,NA
"Claire Rankine","
Scotland ",NA,"5'5"" FT / 167 CM","30 Y","Phuket Top Team","LOSS","Knockout 
R1 (2:07)"
"Claudia Diaz","
Spain ",NA,"5'3"" FT / 162 CM","29 Y","Tiger Muay Thai","LOSS","TKO 
R2"
"Comeback TK Yutthana","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","TK Yuthanna","LOSS","Knockout 
R1 (1:32)"
"Copter Sor Sommai","
Thailand ","125.66 LBS / 57 KG","5'7"" FT / 172 CM","23 Y","Sor Sommai","LOSS","Knockout 
R1 (0:31)"
"Copter Sor Sommai","
Thailand ","125.66 LBS / 57 KG","5'7"" FT / 172 CM","23 Y","Sor Sommai","WIN","Unanimous Decision 
R3 (3:00)"
"Copter Sor Sommai","
Thailand ","125.66 LBS / 57 KG","5'7"" FT / 172 CM","23 Y","Sor Sommai","LOSS","Knockout 
R2 (1:27)"
"Cosmo Alexandre","
Brazil ","169.98 LBS / 77.1 KG","6'1"" FT / 187 CM","42 Y","Evolution MMA","WIN","Knockout 
R2 (1:23)"
"Cosmo Alexandre","
Brazil ","169.98 LBS / 77.1 KG","6'1"" FT / 187 CM","42 Y","Evolution MMA","WIN","Knockout 
R1 (0:29)"
"Cosmo Alexandre","
Brazil ","169.98 LBS / 77.1 KG","6'1"" FT / 187 CM","42 Y","Evolution MMA","LOSS","Knockout 
R2 (2:59)"
"Cosmo Alexandre","
Brazil ","169.98 LBS / 77.1 KG","6'1"" FT / 187 CM","42 Y","Evolution MMA","WIN","Knockout 
R2 (2:41)"
"Craig Coakley","
Ireland ",NA,"5'11"" FT / 182 CM","31 Y","Dublin Combat Academy","LOSS","Unanimous Decision 
R3 (3:00)"
"Craig Coakley","
Ireland ",NA,"5'11"" FT / 182 CM","31 Y","Dublin Combat Academy","LOSS","Knockout 
R1 (2:15)"
"Cristina Morales","
Spain ","115.08 LBS / 52.2 KG","5'5"" FT / 167 CM","31 Y","Team Jesus Cabello","LOSS","Unanimous Decision 
R5 (3:00)"
"Cristina Morales","
Spain ","115.08 LBS / 52.2 KG","5'5"" FT / 167 CM","31 Y","Team Jesus Cabello","WIN","TKO 
R1 (2:54)"
"Cristina Morales","
Spain ","115.08 LBS / 52.2 KG","5'5"" FT / 167 CM","31 Y","Team Jesus Cabello","LOSS","TKO 
R2 (2:27)"
"Dabdam Por Tor Tor Thongtawee","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Petsomnuck / Por Tor Tor Thongtawee","LOSS","Unanimous Decision 
R3 (3:00)"
"Dabdam Por Tor Tor Thongtawee","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Petsomnuck / Por Tor Tor Thongtawee","LOSS","Knockout 
R1 (1:00)"
"Dabdam Por Tor Tor Thongtawee","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Petsomnuck / Por Tor Tor Thongtawee","LOSS","Unanimous Decision 
R3 (3:00)"
"Dabdam Por Tor Tor Thongtawee","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Petsomnuck / Por Tor Tor Thongtawee","WIN","Split Decision 
R3 (3:00)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","TKO 
R3 (1:46)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Unanimous Decision 
R3 (5:00)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Unanimous Decision 
R3 (5:00)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Unanimous Decision 
R3"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","WIN","TKO 
R1 (4:11)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Unanimous Decision 
R3"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","WIN","Unanimous Decision 
R3 (5:00)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","WIN","Unanimous Decision 
R3"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Disqualification 
R1"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Unanimous Decision 
R3"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","WIN","Submission 
R2 (4:08)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","WIN","Submission 
R1 (4:39)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","WIN","Submission 
R2 (4:10)"
"Dae Hwan Kim","
South Korea ","134.92 LBS / 61.2 KG","5'4"" FT / 165 CM","37 Y","KukJe Gym / Ryeong Promotion","LOSS","Unanimous Decision 
R5 (5:00)"
"Dai Xiong Li","
China ","134.92 LBS / 61.2 KG","5'8"" FT / 175 CM","28 Y","Chengdu Ashura Fight Club","LOSS","TKO 
R3"
"Dani Fall","
United Kingdom ",NA,"5'5"" FT / 167 CM","27 Y","Reaper Gym","LOSS","Split Decision 
R3 (3:00)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","WIN","Unanimous Decision 
R3 (5:00)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","LOSS","Unanimous Decision 
R3 (5:00)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","LOSS","Unanimous Decision 
R5 (3:00)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","LOSS","Knockout 
R3 (1:55)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","LOSS","TKO 
R3 (0:31)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","WIN","Knockout 
R1 (4:20)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","WIN","Unanimous Decision 
R3 (5:00)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","WIN","Knockout 
R2 (1:35)"
"Danial Williams","
Australia / Thailand ","124.56 LBS / 56.5 KG","5'6"" FT / 168 CM","31 Y","Kao Sok Muay Thai / Scrappy MMA","LOSS","Unanimous Decision 
R3 (3:00)"
"Daniel Gyllenberg","
Sweden ",NA,"5'5"" FT / 166 CM","27 Y",NA,"LOSS","TKO 
R2 (1:05)"
"Daniela Lopez","
Argentina ","123.9 LBS / 56.2 KG","5'4"" FT / 163 CM",NA,"FA Group","LOSS","TKO 
R1 (1:39)"
"Daniela Lopez","
Argentina ","123.9 LBS / 56.2 KG","5'4"" FT / 163 CM",NA,"FA Group","LOSS","Unanimous Decision 
R3 (3:00)"
"Danila Vasilikhin","
Russia ",NA,"5'6"" FT / 169 CM","21 Y","Team Mehdi Zatout","LOSS","Knockout 
R1 (2:27)"
"Dankalong Sor Dechapan","
Thailand ",NA,"5'6"" FT / 170 CM","18 Y","Sor Dechapan","LOSS","Knockout 
R2 (0:14)"
"Dangkongfah Banchamek","
Thailand ","115.3 LBS / 52.3 KG","5'1"" FT / 156 CM","22 Y","Banchamek Gym","LOSS","Split Decision 
R3 (3:00)"
"Dangkongfah Banchamek","
Thailand ","115.3 LBS / 52.3 KG","5'1"" FT / 156 CM","22 Y","Banchamek Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Darkie Nokkhao KorMor11","
Thailand ",NA,"5'8"" FT / 173 CM","26 Y","Nokkhao Kor Mor 11","LOSS","Knockout 
R1 (0:45)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","LOSS","Unanimous Decision 
R3 (3:00)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","WIN","Unanimous Decision 
R3 (3:00)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","LOSS","TKO 
R3 (0:51)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","WIN","Unanimous Decision 
R3 (3:00)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","WIN","Unanimous Decision 
R3 (3:00)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","WIN","Unanimous Decision 
R3 (3:00)"
"Dedduanglek Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Wankhongohm MBK","WIN","Unanimous Decision 
R3 (3:00)"
"Den Sitnayoktaweeptaphong","
Thailand ",NA,"5'4"" FT / 163 CM","27 Y","Sak Buriram","LOSS","Split Decision 
R3 (3:00)"
"Denis Puric","
Bosnia and Herzegovina / Canada ","134.7 LBS / 61.1 KG","5'4"" FT / 165 CM","39 Y","Team CSK","LOSS","Unanimous Decision 
R3 (3:00)"
"Denis Puric","
Bosnia and Herzegovina / Canada ","134.7 LBS / 61.1 KG","5'4"" FT / 165 CM","39 Y","Team CSK","WIN","Unanimous Decision 
R3 (3:00)"
"Denis Puric","
Bosnia and Herzegovina / Canada ","134.7 LBS / 61.1 KG","5'4"" FT / 165 CM","39 Y","Team CSK","WIN","Knockout 
R2 (1:35)"
"Denis Puric","
Bosnia and Herzegovina / Canada ","134.7 LBS / 61.1 KG","5'4"" FT / 165 CM","39 Y","Team CSK","LOSS","TKO 
R3 (2:07)"
"Denis Puric","
Bosnia and Herzegovina / Canada ","134.7 LBS / 61.1 KG","5'4"" FT / 165 CM","39 Y","Team CSK","WIN","Unanimous Decision 
R3 (3:00)"
"Denis Puric","
Bosnia and Herzegovina / Canada ","134.7 LBS / 61.1 KG","5'4"" FT / 165 CM","39 Y","Team CSK","LOSS","Unanimous Decision 
R3 (3:00)"
"Deniz Demirkapu","
Morocco / Turkey ","137.57 LBS / 62.4 KG","5'8"" FT / 175 CM","24 Y","Petchsaman Gym / Team Elite Amsterdam","LOSS","Knockout 
R1 (1:45)"
"Deniz Demirkapu","
Morocco / Turkey ","137.57 LBS / 62.4 KG","5'8"" FT / 175 CM","24 Y","Petchsaman Gym / Team Elite Amsterdam","LOSS","Knockout 
R2 (1:22)"
"Deniz Demirkapu","
Morocco / Turkey ","137.57 LBS / 62.4 KG","5'8"" FT / 175 CM","24 Y","Petchsaman Gym / Team Elite Amsterdam","WIN","Knockout 
R1 (0:59)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","WIN","Knockout 
R1 (0:51)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","WIN","Unanimous Decision 
R3 (3:00)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","LOSS","Unanimous Decision 
R3 (3:00)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","LOSS","Unanimous Decision 
R3 (3:00)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","LOSS","Unanimous Decision 
R3 (3:00)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","WIN","Split Decision 
R3 (3:00)"
"Denkriangkrai Singha Mawynn","
Thailand ",NA,"5'6"" FT / 168 CM","25 Y","Singha Mawynn","WIN","Split Decision 
R3 (3:00)"
"Denpanom Pran26","
Thailand ",NA,"5'10"" FT / 179 CM","28 Y","Pran 26","LOSS","Knockout 
R2 (1:48)"
"Denpayak Detpetchsrithong","
Thailand ",NA,"5'9"" FT / 176 CM","18 Y","Detpetchsrithong","LOSS","Unanimous Decision 
R3 (3:00)"
"Denpayak Detpetchsrithong","
Thailand ",NA,"5'9"" FT / 176 CM","18 Y","Detpetchsrithong","LOSS","Unanimous Decision 
R3 (3:00)"
"Denpayak Detpetchsrithong","
Thailand ",NA,"5'9"" FT / 176 CM","18 Y","Detpetchsrithong","LOSS","Knockout 
R3 (1:37)"
"Denphuthai MC Superlek","
Thailand ",NA,"5'6"" FT / 169 CM","26 Y","Superlek Muaythai","LOSS","TKO 
R1 (1:19)"
"Denphuthai MC Superlek","
Thailand ",NA,"5'6"" FT / 169 CM","26 Y","Superlek Muaythai","WIN","Unanimous Decision 
R3 (3:00)"
"Dentungtong Singha Mawynn","
Thailand ","136.03 LBS / 61.7 KG","5'8"" FT / 175 CM","23 Y","Singha Mawyn","LOSS","Unanimous Decision 
R3 (3:00)"
"Dentungtong Singha Mawynn","
Thailand ","136.03 LBS / 61.7 KG","5'8"" FT / 175 CM","23 Y","Singha Mawyn","WIN","Split Decision 
R3 (3:00)"
"Dentungtong Singha Mawynn","
Thailand ","136.03 LBS / 61.7 KG","5'8"" FT / 175 CM","23 Y","Singha Mawyn","WIN","Unanimous Decision 
R3 (3:00)"
"Dentungtong Singha Mawynn","
Thailand ","136.03 LBS / 61.7 KG","5'8"" FT / 175 CM","23 Y","Singha Mawyn","LOSS","Unanimous Decision 
R3 (3:00)"
"Dentungtong Singha Mawynn","
Thailand ","136.03 LBS / 61.7 KG","5'8"" FT / 175 CM","23 Y","Singha Mawyn","WIN","Knockout 
R2 (1:56)"
"Detphupa ChotBangsaen","
Thailand ","112.22 LBS / 50.9 KG","5'2"" FT / 158 CM","21 Y","Wor Suksan","WIN","Split Decision 
R3 (3:00)"
"Detphupa ChotBangsaen","
Thailand ","112.22 LBS / 50.9 KG","5'2"" FT / 158 CM","21 Y","Wor Suksan","WIN","Knockout 
R1 (2:09)"
"Detphupa ChotBangsaen","
Thailand ","112.22 LBS / 50.9 KG","5'2"" FT / 158 CM","21 Y","Wor Suksan","LOSS","Knockout 
R2 (1:19)"
"Detrit LooksuanAutomuaythai","
Thailand ",NA,"5'10"" FT / 180 CM","21 Y","Looksuan","LOSS","Majority Decision 
R3 (3:00)"
"Detrit Sathian Muay Thai","
Thailand ","154.98 LBS / 70.3 KG","5'9"" FT / 177 CM","34 Y","Sathian MuayThai",NA,NA
"Devina Martin","
Australia ",NA,"5'2"" FT / 160 CM","27 Y","MauyU","LOSS","TKO 
R3 (0:24)"
"Diandra Martin","
Australia ","126.1 LBS / 57.2 KG","5'7"" FT / 172 CM","29 Y","MuayU","LOSS","TKO 
R1 (2:34)"
"Diandra Martin","
Australia ","126.1 LBS / 57.2 KG","5'7"" FT / 172 CM","29 Y","MuayU","WIN","Unanimous Decision 
R3 (3:00)"
"Diandra Martin","
Australia ","126.1 LBS / 57.2 KG","5'7"" FT / 172 CM","29 Y","MuayU","LOSS","TKO 
R3 (1:35)"
"Dieselnoi Liamthanawat","
Thailand ","126.1 LBS / 57.2 KG","5'7"" FT / 172 CM","27 Y","Sor Jor Lekmuangnon","LOSS","Unanimous Decision 
R3 (3:00)"
"Dieselnoi Liamthanawat","
Thailand ","126.1 LBS / 57.2 KG","5'7"" FT / 172 CM","27 Y","Sor Jor Lekmuangnon","LOSS","Unanimous Decision 
R3 (3:00)"
"Dinneurthong Muadphong191","
Thailand ",NA,"5'4"" FT / 163 CM","24 Y","TDed99","LOSS","TKO 
R3 (2:48)"
"Dionatha Santos Tobias","
Brazil ",NA,"5'4"" FT / 163 CM","24 Y","Marrok Gym","LOSS","Knockout 
R1 (1:25)"
"Dmitrii Kovtun","
Russia ",NA,"5'10"" FT / 178 CM","26 Y","RUS Gym / Sitsongpeenong Muay Thai Camp","WIN","Unanimous Decision 
R3 (3:00)"
"Dmitry Menshikov","
Russia ","169.32 LBS / 76.8 KG","5'10"" FT / 180 CM","26 Y","Empire Club / Kuzbass Muay Thai","WIN","Knockout 
R3 (1:33)"
"Dmitry Menshikov","
Russia ","169.32 LBS / 76.8 KG","5'10"" FT / 180 CM","26 Y","Empire Club / Kuzbass Muay Thai","WIN","Knockout 
R1 (1:59)"
"Dmitry Menshikov","
Russia ","169.32 LBS / 76.8 KG","5'10"" FT / 180 CM","26 Y","Empire Club / Kuzbass Muay Thai","WIN","Knockout 
R1 (2:41)"
"Dmitry Menshikov","
Russia ","169.32 LBS / 76.8 KG","5'10"" FT / 180 CM","26 Y","Empire Club / Kuzbass Muay Thai","LOSS","Knockout 
R1 (0:46)"
"Dokmaipa Fairtex","
Thailand ",NA,"5'6"" FT / 168 CM","26 Y",NA,"LOSS","Knockout 
R1 (1:41)"
"Dokmaipa Fairtex","
Thailand ",NA,"5'6"" FT / 168 CM","26 Y",NA,"WIN","Unanimous Decision 
R3 (3:00)"
"Dokmaipa PK Saenchai","
Thailand ",NA,"5'4"" FT / 165 CM","27 Y","PK Saenchai Muaythaigym","LOSS","Knockout 
R1 (2:50)"
"Donking Yotharakmuaythai","
Thailand ","130.95 LBS / 59.4 KG","5'6"" FT / 170 CM","23 Y","Yotharak Muaythai","WIN","Unanimous Decision 
R3 (3:00)"
"Donking Yotharakmuaythai","
Thailand ","130.95 LBS / 59.4 KG","5'6"" FT / 170 CM","23 Y","Yotharak Muaythai","WIN","Knockout 
R1 (2:27)"
"Donking Yotharakmuaythai","
Thailand ","130.95 LBS / 59.4 KG","5'6"" FT / 170 CM","23 Y","Yotharak Muaythai","WIN","Knockout 
R2 (0:54)"
"Doraemon","
Thailand ",NA,"5'6"" FT / 170 CM","36 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Duangsompong Jitmuangnon","
Thailand ","134.48 LBS / 61 KG","5'10"" FT / 180 CM","26 Y","Jitmuangnon Gym","WIN","Split Decision 
R3 (3:00)"
"Duangsompong Jitmuangnon","
Thailand ","134.48 LBS / 61 KG","5'10"" FT / 180 CM","26 Y","Jitmuangnon Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Duangsompong Jitmuangnon","
Thailand ","134.48 LBS / 61 KG","5'10"" FT / 180 CM","26 Y","Jitmuangnon Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Duangsompong Jitmuangnon","
Thailand ","134.48 LBS / 61 KG","5'10"" FT / 180 CM","26 Y","Jitmuangnon Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Duangsompong Jitmuangnon","
Thailand ","134.48 LBS / 61 KG","5'10"" FT / 180 CM","26 Y","Jitmuangnon Gym","LOSS","Knockout 
R1 (1:15)"
"Duangsompong Jitmuangnon","
Thailand ","134.48 LBS / 61 KG","5'10"" FT / 180 CM","26 Y","Jitmuangnon Gym","WIN","Majority Decision 
R3 (3:00)"
"Eddie Abasolo","
United States ","167.55 LBS / 76 KG","5'10"" FT / 178 CM","37 Y","The Resistance","LOSS","Split Decision 
R3 (3:00)"
"Eddie Abasolo","
United States ","167.55 LBS / 76 KG","5'10"" FT / 178 CM","37 Y","The Resistance","LOSS","Unanimous Decision 
R3 (3:00)"
"Eddie Abasolo","
United States ","167.55 LBS / 76 KG","5'10"" FT / 178 CM","37 Y","The Resistance","WIN","Knockout 
R2 (2:14)"
"Eddie Abasolo","
United States ","167.55 LBS / 76 KG","5'10"" FT / 178 CM","37 Y","The Resistance","LOSS","Unanimous Decision 
R3 (3:00)"
"Edgar Tabares","
Mexico ","134.26 LBS / 60.9 KG","5'6"" FT / 170 CM","30 Y","Fighting Demons / Richard Cruz MuayThai","LOSS","Knockout 
R1 (0:36)"
"Edgar Tabares","
Mexico ","134.26 LBS / 60.9 KG","5'6"" FT / 170 CM","30 Y","Fighting Demons / Richard Cruz MuayThai","LOSS","TKO 
R1 (1:38)"
"Edgar Tabares","
Mexico ","134.26 LBS / 60.9 KG","5'6"" FT / 170 CM","30 Y","Fighting Demons / Richard Cruz MuayThai","LOSS","Knockout 
R2 (1:34)"
"Edson Marques","
Brazil ","168.65 LBS / 76.5 KG","6'0"" FT / 183 CM","36 Y","Libertas MMA","WIN","TKO 
R2 (2:53)"
"Edson Marques","
Brazil ","168.65 LBS / 76.5 KG","6'0"" FT / 183 CM","36 Y","Libertas MMA","WIN","Unanimous Decision 
R3 (5:00)"
"Edson Marques","
Brazil ","168.65 LBS / 76.5 KG","6'0"" FT / 183 CM","36 Y","Libertas MMA","LOSS","Knockout 
R3 (1:05)"
"Edson Marques","
Brazil ","168.65 LBS / 76.5 KG","6'0"" FT / 183 CM","36 Y","Libertas MMA","LOSS","Knockout 
R1 (1:52)"
"Eduard Saik","
Russia ","168.87 LBS / 76.6 KG","6'1"" FT / 186 CM","24 Y","Kuzbass Muay Thai","WIN","TKO 
R1 (1:27)"
"Eisaku Ogasawara","
Japan ",NA,"5'7"" FT / 171 CM","29 Y","Crosspoint Kichijoji","LOSS","Unanimous Decision 
R3 (3:00)"
"Eisaku Ogasawara","
Japan ",NA,"5'7"" FT / 171 CM","29 Y","Crosspoint Kichijoji","WIN","Majority Decision 
R3 (3:00)"
"Eisaku Ogasawara","
Japan ",NA,"5'7"" FT / 171 CM","29 Y","Crosspoint Kichijoji","LOSS","Knockout 
R2 (0:57)"
"Eisaku Ogasawara","
Japan ",NA,"5'7"" FT / 171 CM","29 Y","Crosspoint Kichijoji","WIN","Knockout 
R1 (0:31)"
"Ekaterina Vandaryeva","
Belarus ","125 LBS / 56.7 KG","5'6"" FT / 170 CM","33 Y","Gridin Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Ekaterina Vandaryeva","
Belarus ","125 LBS / 56.7 KG","5'6"" FT / 170 CM","33 Y","Gridin Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Ekaterina Vandaryeva","
Belarus ","125 LBS / 56.7 KG","5'6"" FT / 170 CM","33 Y","Gridin Gym","LOSS","Split Decision 
R3 (3:00)"
"Ekaterina Vandaryeva","
Belarus ","125 LBS / 56.7 KG","5'6"" FT / 170 CM","33 Y","Gridin Gym","LOSS","Majority Decision 
R3 (3:00)"
"Ekaterina Vandaryeva","
Belarus ","125 LBS / 56.7 KG","5'6"" FT / 170 CM","33 Y","Gridin Gym","LOSS","Knockout 
R2 (2:29)"
"Elad Suman","
Ghana / Israel ","169.76 LBS / 77 KG","6'0"" FT / 184 CM","25 Y","Silapa Thai Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Elbrus Osmanov","
Russia ",NA,"5'8"" FT / 173 CM","23 Y","Akhmat Kickboxing / Team Mehdi Zatout","WIN","Unanimous Decision 
R3 (3:00)"
"Elbrus Osmanov","
Russia ",NA,"5'8"" FT / 173 CM","23 Y","Akhmat Kickboxing / Team Mehdi Zatout","WIN","Unanimous Decision 
R3 (3:00)"
"Elbrus Osmanov","
Russia ",NA,"5'8"" FT / 173 CM","23 Y","Akhmat Kickboxing / Team Mehdi Zatout","WIN","Unanimous Decision 
R3 (3:00)"
"Elbrus Osmanov","
Russia ",NA,"5'8"" FT / 173 CM","23 Y","Akhmat Kickboxing / Team Mehdi Zatout","WIN","Unanimous Decision 
R3 (3:00)"
"Elbrus Osmanov","
Russia ",NA,"5'8"" FT / 173 CM","23 Y","Akhmat Kickboxing / Team Mehdi Zatout","WIN","Knockout 
R1 (1:41)"
"Elias Ghazali","
Malaysia / United States ",NA,"5'8"" FT / 175 CM","22 Y","Rentap Muay Thai Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Elias Ghazali","
Malaysia / United States ",NA,"5'8"" FT / 175 CM","22 Y","Rentap Muay Thai Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Elias Ghazali","
Malaysia / United States ",NA,"5'8"" FT / 175 CM","22 Y","Rentap Muay Thai Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Elias Mahmoudi","
Algeria ","135.14 LBS / 61.3 KG","5'10"" FT / 178 CM","26 Y","Mahmoudi Gym","WIN","Knockout 
R3 (2:56)"
"Elias Mahmoudi","
Algeria ","135.14 LBS / 61.3 KG","5'10"" FT / 178 CM","26 Y","Mahmoudi Gym","WIN","TKO 
R1 (1:38)"
"Elias Mahmoudi","
Algeria ","135.14 LBS / 61.3 KG","5'10"" FT / 178 CM","26 Y","Mahmoudi Gym","LOSS","Majority Decision 
R3 (5:00)"
"Elias Mahmoudi","
Algeria ","135.14 LBS / 61.3 KG","5'10"" FT / 178 CM","26 Y","Mahmoudi Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Elias Mahmoudi","
Algeria ","135.14 LBS / 61.3 KG","5'10"" FT / 178 CM","26 Y","Mahmoudi Gym","LOSS","Technical Decision 
R5 (2:33)"
"Elias Mahmoudi","
Algeria ","135.14 LBS / 61.3 KG","5'10"" FT / 178 CM","26 Y","Mahmoudi Gym","WIN","Unanimous Decision 
R3"
"Ellis Badr Barboza","
United Kingdom ",NA,"5'6"" FT / 168 CM","24 Y","Fairtex Training Center","WIN","Split Decision 
R3 (3:00)"
"Ellis Badr Barboza","
United Kingdom ",NA,"5'6"" FT / 168 CM","24 Y","Fairtex Training Center","No Contest
NC","—"
"Ely Fernandez","
Philippines ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","29 Y","Index MMA","LOSS","Submission 
R1 (1:38)"
